author,affiliations
"Name(first='Yang', last='Liu')","Amazon; Tsinghua university; peking university; Microsoft; National University of Defense Technology; Nanyang Technological University; The Chinese University of Hong Kong, Shenzhen; UC Santa Cruz"
"Name(first='Dongsheng', last='Li')",MSRA; National University of Defense Technology
"Name(first='Zi', last='Wang')",University of Copenhagen
"Name(first='Daniel', last='Hershcovich')",University of Copenhagen
"Name(first='Zhen', last='Li')",peking university; University of Chinese Academy of Sciences
"Name(first='Chongyang', last='Tao')",peking university; Microsoft Corporation
"Name(first='Jiazhan', last='Feng')",peking university
"Name(first='Tao', last='Shen')",university of technology sydney
"Name(first='Dongyan', last='Zhao')",pku.edu.cn
"Name(first='Xiubo', last='Geng')","STCA NLP Group, Microsoft"
"Name(first='Daxin', last='Jiang')","STCA, Microsoft"
"Name(first='Zhong', last='Zhang')",University of Electronic Science and Technology of China
"Name(first='Bang', last='Liu')",University of Montreal
"Name(first='Junming', last='Shao')",University of Electronic Science and Technology of China
"Name(first='Jinfeng', last='Zhou')",Tianjin university
"Name(first='Zhuang', last='Chen')","Department of Computer Science and Technology, Tsinghua University, China"
"Name(first='Bo', last='Wang')","Vector Institute; School of Computer Science and Technology, Beijing Institute of Technology; Tianjin university"
"Name(first='Minlie', last='Huang')",Tsinghua university; Unknown
"Name(first='Mingzhu', last='Cai')",Baidu Inc.
"Name(first='Siqi', last='Bao')",baidu
"Name(first='Xin', last='Tian')",Baidu Inc.
"Name(first='Huang', last='He')",baidu
"Name(first='Fan', last='Wang')",Baidu Inc.
"Name(first='Hua', last='Wu')",baidu
"Name(first='Piotr', last='Szymański')",Avaya Inc. / Wrocław University of Science and Technology
"Name(first='Lukasz', last='Augustyniak')",Wroclaw University of Science and Technology
"Name(first='Mikolaj', last='Morzy')",Poznan University of Technology
"Name(first='Adrian', last='Szymczak')",Yohana
"Name(first='Krzysztof', last='Surdyk')",Avaya
"Name(first='Piotr', last='Żelasko')",Meaning
"Name(first='Luyu', last='Gao')",Carnegie Mellon University
"Name(first='Xueguang', last='Ma')",University of Waterloo
"Name(first='Jimmy', last='Lin')",University of Waterloo
"Name(first='Jamie', last='Callan')",Carnegie Mellon University
"Name(first='Yufei', last='Li')","University of California, Riverside"
"Name(first='Zexin', last='Li')","University of California, Riverside"
"Name(first='Yingfan', last='Gao')","University of California, Riverside"
"Name(first='Cong', last='Liu')",UC Riverside; iFLYTEK Research
"Name(first='Salam', last='Khalifa')",Stony Brook University
"Name(first='Sarah', last='Payne')",Stony Brook University
"Name(first='Jordan', last='Kodner')",Stony Brook University
"Name(first='Ellen', last='Broselow')",Stony Brook University
"Name(first='Owen', last='Rambow')",Stony Brook University
"Name(first='Jun Shern', last='Chan')",New York University
"Name(first='Michael', last='Pieler')",EleutherAI
"Name(first='Jonathan', last='Jao')",Fund for Alignment Research
"Name(first='Jérémy', last='Scheurer')",New York University
"Name(first='Ethan', last='Perez')",Anthropic
"Name(first='Mehwish', last='Fatima')",Heidelberg Institute for Theoretical Studies
"Name(first='Michael', last='Strube')",Heidelberg Institute for Theoretical Studies
"Name(first='Mohamed', last='Elgaar')",University of Massachusetts Lowell
"Name(first='Hadi', last='Amiri')",University of Massachusetts Lowell
"Name(first='Shudong', last='Liu')",University of Macau
"Name(first='Zhaocong', last='Li')",University of Macau
"Name(first='Wenxiang', last='Jiao')",Tencent AI LAB
"Name(first='Yuling', last='Gu')",Allen Institute for AI
"Name(first='Bhavana', last='Dalvi Mishra')",Allen Institute for Artificial Intelligence
"Name(first='Peter', last='Clark')",Allen Institute for AI
"Name(first='Max', last='Grusky')",Analyses
"Name(first='Or', last='Honovich')",Tel Aviv University
"Name(first='Uri', last='Shaham')",Tel Aviv University
"Name(first='Samuel R.', last='Bowman')",New York University
"Name(first='Omer', last='Levy')",Meta AI / Tel Aviv University
"Name(first='Xiaoyang', last='Hu')",University of Michigan
"Name(first='Shane', last='Storks')",University of Michigan
"Name(first='Richard', last='Lewis')",University of Michigan
"Name(first='Avi', last='Caciularu')",Bar-Ilan University
"Name(first='Matthew', last='Peters')",Allen Institute for Artificial Intelligence
"Name(first='Jacob', last='Goldberger')",Bar-Ilan University
"Name(first='Ido', last='Dagan')",Bar-Ilan University
"Name(first='Arman', last='Cohan')",Allen Institute for AI; Yale University and Allen Institute for Artificial Intelligence
"Name(first='Yuxin', last='Ren')",Tsinghua university
"Name(first='Zihan', last='Zhong')",Tsinghua university
"Name(first='Xingjian', last='Shi')",Amazon Web Services
"Name(first='Yi', last='Zhu')",Amazon; Yangzhou University
"Name(first='Chun', last='Yuan')",Tsinghua university
"Name(first='Mu', last='Li')",Amazon
"Name(first='Hanjie', last='Chen')",University of Virginia
"Name(first='Faeze', last='Brahman')",Allen Institute for AI
"Name(first='Xiang', last='Ren')",University of Southern California
"Name(first='Yangfeng', last='Ji')",University of Virginia
"Name(first='Swabha', last='Swayamdipta')",University of Southern California
"Name(first='Shabnam', last='Behzad')",Georgetown University
"Name(first='Keisuke', last='Sakaguchi')",Tohoku University / RIKEN
"Name(first='Nathan', last='Schneider')",Georgetown University
"Name(first='Amir', last='Zeldes')",Georgetown University
"Name(first='Qingyue', last='Wang')","Institute of Information Engineering, Chinese Academy of Sciences; School of Cyber Security, University of Chinese Academy of Sciences"
"Name(first='Yibing', last='Zhan')",JD Explore Academy
"Name(first='Shi', last='Wang')","Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences (ICT/CAS)"
"Name(first='Li', last='Guo')","Institute of Information Engineering, Chinese Academy of Sciences"
"Name(first='Claytone', last='Sikasote')",University of Zambia
"Name(first='Eunice', last='Mukonde')",University of Zambia
"Name(first='Md Mahfuz Ibn', last='Alam')",George Mason University
"Name(first='Antonios', last='Anastasopoulos')",George Mason University; GMU
"Name(first='Yue', last='Feng')",UCL
"Name(first='Yunlong', last='Jiao')",Amazon
"Name(first='Animesh', last='Prasad')",Roku
"Name(first='Nikolaos', last='Aletras')",University of Sheffield
"Name(first='Emine', last='Yilmaz')",UCL & Amazon
"Name(first='Gabriella', last='Kazai')",Amazon
"Name(first='KiYoon', last='Yoo')",Seoul National University
"Name(first='Wonhyuk', last='Ahn')",Webtoon AI
"Name(first='Jiho', last='Jang')",Seoul National University
"Name(first='Nojun', last='Kwak')",Seoul National University
"Name(first='Shangbin', last='Feng')",University of Washington
"Name(first='Zhaoxuan', last='Tan')",Xi’an Jiaotong University
"Name(first='Wenqian', last='Zhang')",Xi’an Jiaotong University
"Name(first='Zhenyu', last='Lei')",Xi’an Jiaotong University
"Name(first='Yulia', last='Tsvetkov')",University of Washington
"Name(first='Yanzeng', last='Li')",peking university
"Name(first='Bingcong', last='Xue')",peking university
"Name(first='Ruoyu', last='Zhang')",peking university
"Name(first='Lei', last='Zou')",peking university
"Name(first='Shiyue', last='Zhang')",The University of North Carolina at Chapel Hill
"Name(first='David', last='Wan')",University of North Carolina at Chapel Hill
"Name(first='Hui', last='Huang')",HARBIN INSTITUTE OF TECHNOLOGY
"Name(first='Shuangzhi', last='Wu')",ByteDance
"Name(first='Kehai', last='Chen')","School of Computer Science and Technology, Harbin Institute of Technology"
"Name(first='Hui', last='Di')","Toshiba (China) Co., Ltd."
"Name(first='Muyun', last='Yang')",HARBIN INSTITUTE OF TECHNOLOGY
"Name(first='Tiejun', last='Zhao')",HARBIN INSTITUTE OF TECHNOLOGY
"Name(first='Josef', last='Jon')",Charles University
"Name(first='Ondřej', last='Bojar')","Charles University, MFF UFAL; Charles U."
"Name(first='Hao', last='Sun')",Peking Univerisity; Tsinghua university; Microsoft
"Name(first='Zhexin', last='Zhang')",Tsinghua university
"Name(first='Wei', last='Liu')","Huazhong University of Science and Technology; xiaomi; Sun yat-sen university; School of Software, Tsinghua University; Heidelberg Institute for Theoretical Studies; ShanghaiTech University; The University of Western Austarlia"
"Name(first='Jianwei', last='Cui')",xiaomi ai lab; University of Science and Technology of China
"Name(first='Bin', last='Wang')","xiaomi ai lab; National University of Singapore; National University of Singapore, Singapore"
"Name(first='Shaoxiang', last='Wu')","MOE Key Laboratory of Computational Linguistics, Peking University, China"
"Name(first='Damai', last='Dai')","MOE Key Laboratory of Computational Linguistics, Peking University, China"
"Name(first='Ziwei', last='Qin')","MOE Key Laboratory of Computational Linguistics, Peking University, China"
"Name(first='Tianyu', last='Liu')",peking university; ETH Zurich
"Name(first='Binghuai', last='Lin')",tencent
"Name(first='Yunbo', last='Cao')",Tencent Corporation
"Name(first='Zhifang', last='Sui')",peking university
"Name(first='Liang', last='Wang')","NLPR, CAS; Boston University; Microsoft Research"
"Name(first='Nan', last='Yang')",Microsoft Research
"Name(first='Xiaolong', last='Huang')",Microsoft
"Name(first='Binxing', last='Jiao')",Microsoft
"Name(first='Linjun', last='Yang')",Microsoft
"Name(first='Rangan', last='Majumder')",Microsoft
"Name(first='Furu', last='Wei')",Microsoft Research
"Name(first='Hongliang', last='Dai')",Nanjing University of Aeronautics and Astronautics
"Name(first='Ziqian', last='Zeng')",South China University Of Technology
"Name(first='Parikshit', last='Bansal')",Microsoft Research India
"Name(first='Amit', last='Sharma')",Microsoft Research
"Name(first='Jinghui', last='Lu')","SenseTime Research, University College Dublin"
"Name(first='Dongsheng', last='Zhu')",fudan university
"Name(first='Weidong', last='Han')",Fudan University; Sensetime; Meituan
"Name(first='Rui', last='Zhao')",SenseTime Group Limited
"Name(first='Brian', last='Mac Namee')",University College Dublin
"Name(first='Fei', last='Tan')",SenseTime Research
"Name(first='Xinxi', last='Lyu')",University of Washington
"Name(first='Sewon', last='Min')",University of Washington; Unknown
"Name(first='Iz', last='Beltagy')",Allen Institute for AI (AI2)
"Name(first='Luke', last='Zettlemoyer')",University of Washington; Meta
"Name(first='Shoutao', last='Guo')","Institute of Computing Technology, Chinese Academy of Sciences"
"Name(first='Shaolei', last='Zhang')","Institute of Computing Technology, Chinese Academy of Sciences"
"Name(first='Yang', last='Feng')","Institute of Computing Technology, Chinese Academy of Sciences"
"Name(first='Shushu', last='Wang')",Zhejiang University
"Name(first='Jing', last='Wu')",alibaba
"Name(first='Kai', last='Fan')",Alibaba Group
"Name(first='Wei', last='Luo')",alibaba
"Name(first='Jun', last='Xiao')",Zhejiang University
"Name(first='Zhongqiang', last='Huang')",Alibaba Group
"Name(first='Neele', last='Falk')",University of Stuttgart
"Name(first='Gabriella', last='Lapesa')","Universität Stuttgart, Institut für Maschinelle Sprachverarbeitung"
"Name(first='Maksim', last='Eremeev')",New York University
"Name(first='Ilya', last='Valmianski')",AuxHealth
"Name(first='Xavier', last='Amatriain')",Curai
"Name(first='Anitha', last='Kannan')",Curai; Curai Health
"Name(first='Shenggui', last='Li')",HPC-AI Technology Inc
"Name(first='Fuzhao', last='Xue')",National University of Singapore
"Name(first='Chaitanya', last='Baranwal')",National University of Singapore
"Name(first='Yongbin', last='Li')",Alibaba Group; HPC-AI Technology Inc.
"Name(first='Yang', last='You')",National University of Singapore
"Name(first='Qifan', last='Wang')",Meta AI
"Name(first='Jingang', last='Wang')",Meituan
"Name(first='Xiaojun', last='Quan')","School of Computer Science and Engineering, Sun Yat-sen University"
"Name(first='Fuli', last='Feng')",University of Science and Technology of China
"Name(first='Zenglin', last='Xu')","Harbin Institute of Technology, Shenzhen"
"Name(first='Shaoliang', last='Nie')",Meta Inc
"Name(first='Sinong', last='Wang')",Facebook AI
"Name(first='Madian', last='Khabsa')",Facebook
"Name(first='Hamed', last='Firooz')",Facebook AI
"Name(first='Dongfang', last='Liu')",Rochester institute of Technology
"Name(first='Zichun', last='Yu')",Tsinghua university
"Name(first='Chenyan', last='Xiong')",Microsoft Research
"Name(first='Shi', last='Yu')",Tsinghua university
"Name(first='Leiyuan', last='Chen')",fudan university
"Name(first='Chengsong', last='Huang')",fudan university
"Name(first='Xiaoqing', last='Zheng')",fudan university
"Name(first='Jinshu', last='Lin')",Hundsun
"Name(first='Xuanjing', last='Huang')",fudan university
"Name(first='Jiashu', last='Xu')",Harvard University
"Name(first='Mingyu Derek', last='Ma')",UCLA
"Name(first='Muhao', last='Chen')",USC; Unknown
"Name(first='Yuan', last='Tian')","Microsoft Search Technology Center Asia; Institute of Automation, Chinese Academy of Sciences; University of California, Los Angeles"
"Name(first='Nan', last='Xu')","Institute of Automation, Chinese Academy of Sciences"
"Name(first='Ruike', last='Zhang')","Institute of Automation, Chinese Academy of Sciences"
"Name(first='Wenji', last='Mao')",Chinese Academy of Sciences
"Name(first='Ori', last='Ram')",Tel Aviv University
"Name(first='Liat', last='Bezalel')","Blavatnik School of Computer Science, Tel Aviv University"
"Name(first='Adi', last='Zicher')",TAU
"Name(first='Yonatan', last='Belinkov')",Technion
"Name(first='Amir', last='Globerson')","Tel Aviv University, Google"
"Name(first='Yue', last='Yu')",Pengcheng lab; Georgia Institute of Technology
"Name(first='Rongzhi', last='Zhang')",Georgia Institute of Technology
"Name(first='Ran', last='Xu')",Emory University
"Name(first='Jieyu', last='Zhang')",University of Washington
"Name(first='Jiaming', last='Shen')",Google Research
"Name(first='Chao', last='Zhang')",Georgia Tech; Tsinghua university
"Name(first='Aaron', last='Serianni')",Princeton University
"Name(first='Jugal', last='Kalita')",University of Colorado
"Name(first='Abhik', last='Bhattacharjee')",Bangladesh University of Engineering and Technology
"Name(first='Tahmid', last='Hasan')",Bangladesh University of Engineering and Technology
"Name(first='Wasi Uddin', last='Ahmad')",AWS AI Labs
"Name(first='Yuan-Fang', last='Li')",Monash University
"Name(first='Yong-Bin', last='Kang')",Swinburne University of Technology
"Name(first='Rifat', last='Shahriyar')",Bangladesh University of Engineering and Technology
"Name(first='Heyan', last='Chai')","Harbin Institute of Technology, Shenzhen"
"Name(first='Jinhao', last='Cui')","Harbin Institute of Technology, Shenzhen"
"Name(first='Binxing', last='Fang')","Harbin Institute of Technology, Shenzhen"
"Name(first='Qing', last='Liao')","Harbin Insitute of Technology, Shenzhen; Harbin Institute of Technology(shenzhen)"
"Name(first='Abhirut', last='Gupta')",Google Research
"Name(first='Ananya B.', last='Sai')","Indian Institute of Technology, Madras"
"Name(first='Richard', last='Sproat')","Google, Japan"
